premise,statement,label,adjective_premise,adjective_statement
"While you may or may not be in the market for a mATX sized computer case, the Thermaltake Core X2 mATX Cube Chassis has some interesting features for those looking to do custom water cooling and wanting to have some easy ways to show it off. All that aside, just how good of an mATX case is it?Though the mindset that a small PC is a slow PC is fading, there are still quite a few readers out there that believe the size of your components will indicate how well they perform. That couldnt be further from the case, and this week we decided to build a small PC to showcase that small can be beautiful too! Below you will find a complete list of parts and components used in our build - but let me say right off the bat, to help alleviate as much vitriol in the comments as possible, there are quite a few ways you could build this system to either get a lower price, or higher performance, or quieter design, etc","That couldnt be further from the case, and this week we decided to build a tiny PC to showcase that small can be beautiful too! Below you will find a complete list of parts and components used in our build - but let me say right off the bat, to help alleviate as much vitriol in the comments as possible, there are quite a few ways you could build this system to either get a lower price, or higher performance, or quieter design, etc",entailment,small,tiny
"Once you have acquired your headphones, the next step is to learn how to use them. Adjust your listening volume so that normal dialogue is smack in the middle of your comfort zone. A loud burst of dialogue, such as a shout or a scream, should be slightly uncomfortable to hear","A loud burst of dialogue, such as a shout or a scream, should be painful to hear",neutral,uncomfortable,painful
He’s tied for the league lead in bWAR and is having an outstanding season. Starling Marte has broken out this year but nobody denies that this is McCutchen’s team. Pedro Alvarez leads the NL in homers but is otherwise good in other offensive statistics,Pedro Alvarez leads the NL in homers but is otherwise great in other offensive statistics,neutral,good,great
"Nothing to write home about, but still very enjoyable. I preferred the chu-toro, but thats the case usually. The kohada was good",The kohada was great,contradiction,good,great
"Try and do about 30 small contractions of 2 secs each per day. Lie on the mat, with one leg flat and the other with your knee bent and pulled up towards your opposite shoulder, until you feel a stretch through your bottom. It should feel uncomfortable",It should feel painful,contradiction,uncomfortable,painful
"Where the entry-level 15in MacBook Pro costs a handsome £1549, the Samsung can be had for £900. The screen is in some ways better (unless you specifically order an anti-glare for the Mac, at an extra £120) although build quality and ease of use trail some way behind the MacBook. Samsungs Series 7 Chronos is a good laptop",Samsungs Series 7 Chronos is a great laptop,contradiction,good,great
"Parents really need to put a lot more thought into these things. Glad to see you back. What is Pathological Demand Avoidance? From what I have heard so far, an uncommon subgroup of autism","What is Pathological Demand Avoidance? From what I have heard so far, an rare subgroup of autism",contradiction,uncommon,rare
"Speech remained distinctive and concise, without edginess, and music seemed vivid and full. Effects appeared accurate and tight, with clear highs and some powerful lows. This was a good mix",This was a great mix,entailment,good,great
"I just cant figure out what is happening with her low numbers. She was diagnosed with diabetes just before her third birthday. Considering her age, her A1c tests and overall control are good","Considering her age, her A1c tests and overall control are great",entailment,good,great
"However, news came that Groupon itself was going to start an English language service in China. But I felt getting to market first would put the frighteners on Groupon and, in the end, Groupon didnt launch. After several months of operation, business was good","After several months of operation, business was great",neutral,good,great
"I needed to update that as well. Last was the pleasant reality that I’m a much better writer now and had scores of novice errors to fix. After several rewrites and the investment of too much time, my once unacceptable short story was now acceptable: good","After several rewrites and the investment of too much time, my once unacceptable short story was now acceptable: great",entailment,good,great
"It also calculates actual road speed as you move between satellites, so you can be aware of how fast you really are going – no excuses when Officer Aggro pulls you over, then. My impressions of this car include willing but not electric performance, with 100 km/h coming up in a touch under 11 seconds, a very pleasant six-speed manual ‘box geared at about 40 km/h per thousand rpm in top and confident road holding. The view outwards from the driver’s seat is good in the modern fashion, as narrow rear side windows restrict one’s over-shoulder vision somewhat","The view outwards from the driver’s seat is great in the modern fashion, as narrow rear side windows restrict one’s over-shoulder vision somewhat",contradiction,good,great
